idx,timestamp,value,score
3978,2013-12-16 16:45:00,16.45710857,-6.445155051337071
3979,2013-12-16 16:50:00,14.6710595,-8.625369189157961
3980,2013-12-16 16:55:00,12.41409266,-11.380428440223746
3981,2013-12-16 17:00:00,9.633951608,-14.774121776267778
3982,2013-12-16 17:05:00,10.00196599,-14.324889909106469
3983,2013-12-16 17:10:00,6.918644935,-18.088672365291632
3984,2013-12-16 17:15:00,6.440237831,-18.672659641618115
3985,2013-12-16 17:20:00,4.117241297,-21.508320750042042
3986,2013-12-16 17:25:00,2.084721206,-23.989399860485072
3987,2013-12-16 17:30:00,12.12038123,-11.73895935792445
4098,2013-12-17 02:45:00,76.49140641,-4.597434722774493
5208,2013-12-20 23:15:00,73.77393927,-5.220769212838741
6251,2013-12-24 14:10:00,68.39481654,-4.514784282143377
7171,2013-12-27 18:50:00,60.63279687,-4.991210580295604
7174,2013-12-27 19:05:00,60.02576845,-5.732204747574039
7175,2013-12-27 19:10:00,61.25192005,-4.695703600383863
7225,2013-12-27 23:20:00,74.80381291,-4.509274192547193
7227,2013-12-27 23:30:00,72.56032539,-7.247879358153718
7228,2013-12-27 23:35:00,71.26782341,-8.825624974044041
7229,2013-12-27 23:40:00,69.62985649999999,-10.467677632720402
7230,2013-12-27 23:45:00,67.99668051,-12.461280968012638
7231,2013-12-27 23:50:00,70.47995338,-8.408199093868049
7232,2013-12-27 23:55:00,70.61343106,-7.6950277595742405
7236,2013-12-28 00:15:00,78.98712452,5.106531096053396
7237,2013-12-28 00:20:00,81.2382639,7.855399209565161
7238,2013-12-28 00:25:00,79.92090138,6.60868928745839
7239,2013-12-28 00:30:00,78.53935002,4.977611898750177
7240,2013-12-28 00:35:00,79.14331701,5.714869005787631
7241,2013-12-28 00:40:00,78.20506275,4.569550415787921
7242,2013-12-28 00:45:00,78.32312621,4.71366942627628
7252,2013-12-28 01:35:00,66.46993588,-5.301247934206576
7275,2013-12-28 03:30:00,61.66005989,-5.694402362321362
7277,2013-12-28 03:40:00,61.39990482,-6.0119713312633944
7278,2013-12-28 03:45:00,59.15989372,-8.746332862044703
7279,2013-12-28 03:50:00,61.41747059,-5.9905289528097585
7285,2013-12-28 04:20:00,81.4082007,6.956087539285307
7286,2013-12-28 04:25:00,84.91454895,11.236255511811136
7287,2013-12-28 04:30:00,86.45843484,13.120863220019391
7288,2013-12-28 04:35:00,86.25484395,12.872341640089036
7289,2013-12-28 04:40:00,85.50156263,11.952817864843388
7290,2013-12-28 04:45:00,83.22345126,9.17194767497537
7291,2013-12-28 04:50:00,83.79594057,9.870780259352973
7292,2013-12-28 04:55:00,82.22390778,7.951813881863687
7302,2013-12-28 05:45:00,70.11070953,-5.223036707522823
7303,2013-12-28 05:50:00,67.95295064,-7.856993700645472
7304,2013-12-28 05:55:00,66.20564689,-9.989911772609451
7305,2013-12-28 06:00:00,65.92505305,-10.332430165429107
7306,2013-12-28 06:05:00,64.99982552,-11.461847142537751
7307,2013-12-28 06:10:00,65.04849841,-11.402432580704586
7308,2013-12-28 06:15:00,68.80547831,-6.816320792919872
7456,2013-12-28 18:35:00,74.13937297,-5.817724788756049
8783,2014-01-02 09:10:00,70.73611835,-4.866533626229771
8784,2014-01-02 09:15:00,70.64496345,-4.977805598008034
8785,2014-01-02 09:20:00,70.07096215,-5.67848385506599
8786,2014-01-02 09:25:00,68.92669167,-7.0752846036518635
8787,2014-01-02 09:30:00,68.15031702,-8.022998200443318
8788,2014-01-02 09:35:00,67.06756693,-9.34470155876418
8789,2014-01-02 09:40:00,68.09456879999999,-8.091049554375255
8790,2014-01-02 09:45:00,67.41543115,-8.920066814274183
8791,2014-01-02 09:50:00,67.58208041,-8.716639551937325
8882,2014-01-02 17:25:00,76.98506040000002,-5.400533818368175
8883,2014-01-02 17:30:00,75.15478849,-7.634730381757383
8884,2014-01-02 17:35:00,75.69149767,-6.979574282303597
8885,2014-01-02 17:40:00,74.72032183,-8.165079950789
8886,2014-01-02 17:45:00,75.31921247,-7.434019498829196
8887,2014-01-02 17:50:00,77.08124989,-5.283116167571089
10025,2014-01-06 16:40:00,73.55360529,-5.53080270936599
10026,2014-01-06 16:45:00,72.54461682,-6.371253755210132
10027,2014-01-06 16:50:00,73.51521952,-5.186447713600575
11655,2014-01-12 08:30:00,82.10022740000002,-6.378053858914736
11656,2014-01-12 08:35:00,81.57650504,-7.017357063257812
11657,2014-01-12 08:40:00,81.48579622,-7.128084509166707
11658,2014-01-12 08:45:00,79.01787179,-10.14065780501661
11659,2014-01-12 08:50:00,80.36376545,-8.497737442511953
11660,2014-01-12 08:55:00,78.82394937,-10.37737717002513
11661,2014-01-12 09:00:00,78.54755531,-10.714768928932228
11662,2014-01-12 09:05:00,77.995418,-11.388758008795755
11663,2014-01-12 09:10:00,79.35174503,-9.733101724775167
11664,2014-01-12 09:15:00,82.79152146,-5.5341973779707105
11686,2014-01-12 11:05:00,102.8749997,5.062571777010283
11873,2014-01-13 02:40:00,92.97903399,4.8875646317951835
11907,2014-01-13 05:30:00,90.96060009,4.950425790430901
11971,2014-01-13 10:50:00,70.49333124,-4.592442071913011
11972,2014-01-13 10:55:00,70.35098714,-4.766200242653189
11979,2014-01-13 11:30:00,79.27899599,5.885847211321655
11980,2014-01-13 11:35:00,79.14819411,5.72617852538262
11981,2014-01-13 11:40:00,80.71534789,7.639189138968643
11982,2014-01-13 11:45:00,80.25967831,7.082957354983604
11983,2014-01-13 11:50:00,78.9546567,5.489929138640268
14022,2014-01-20 13:45:00,71.66754158,-5.1538112440988515
14454,2014-01-22 01:45:00,76.50386316,-6.33953418338657
14455,2014-01-22 01:50:00,77.6159269,-4.982047914486916
14456,2014-01-22 01:55:00,76.8192262,-5.954573338859386
14457,2014-01-22 02:00:00,77.41636272,-5.225654125507005
14561,2014-01-22 10:40:00,68.66965776,-4.816086602738861
14563,2014-01-22 10:50:00,68.36821036,-4.527912069904334
15160,2014-01-24 12:35:00,51.33484803,-4.778966046686333
16091,2014-01-27 18:10:00,76.11214345,6.217723778143972
16205,2014-01-28 03:40:00,73.47914394,7.485221873742982
16206,2014-01-28 03:45:00,72.25353149,5.989127709331643
16207,2014-01-28 03:50:00,72.02871921,5.714701368283949
16208,2014-01-28 03:55:00,72.14473156,5.856316607126074
16396,2014-01-28 19:35:00,67.56443516,4.993593393664399
16397,2014-01-28 19:40:00,70.43517209,8.497876308327276
16398,2014-01-28 19:45:00,69.55193029,7.419710936602995
16399,2014-01-28 19:50:00,67.47403267,4.883239882048832
16460,2014-01-29 00:55:00,80.30849368,4.586155256593464
16472,2014-01-29 01:55:00,69.28276024,-4.954066940975072
16474,2014-01-29 02:05:00,67.73976362,-6.326838154054567
16475,2014-01-29 02:10:00,68.01130964,-5.68081597313495
16496,2014-01-29 03:55:00,66.42509345,-5.645269962070743
16497,2014-01-29 04:00:00,67.28124783,-4.600169961860076
16515,2014-01-29 05:30:00,78.97005077,4.959028159041675
16516,2014-01-29 05:35:00,78.91604061,4.893098439418698
16517,2014-01-29 05:40:00,79.74600225,5.906225195996013
16518,2014-01-29 05:45:00,78.65357806,4.572712750262626
16559,2014-01-29 09:10:00,78.11173716,4.7359136888961215
16560,2014-01-29 09:15:00,78.76670109,5.5354223048316955
16561,2014-01-29 09:20:00,80.04066974,7.0905444504234705
16562,2014-01-29 09:25:00,79.64380756,6.6060983340564565
16563,2014-01-29 09:30:00,78.8209743,5.6016731272387945
16691,2014-01-29 20:10:00,80.00973958,5.153204023536488
16698,2014-01-29 20:45:00,72.55149812,-5.631569255166269
16699,2014-01-29 20:50:00,72.83371163,-5.287073745652615
16828,2014-01-30 07:35:00,75.9144613,4.898362840524627
16829,2014-01-30 07:40:00,75.93471604,4.923087620625929
16830,2014-01-30 07:45:00,75.90356754,4.885064925050204
16831,2014-01-30 07:50:00,76.15900032,5.196869436792375
16832,2014-01-30 07:55:00,76.22184419,5.273582387265436
17580,2014-02-01 22:15:00,86.61133397,-4.576649539975338
17581,2014-02-01 22:20:00,86.64487538,-4.535705840548063
20251,2014-02-11 04:50:00,86.48327472,-4.867512242048067
20252,2014-02-11 04:55:00,86.59927796,-4.725908123701518
21001,2014-02-13 19:20:00,84.56932409999997,-4.714733661365759
21002,2014-02-13 19:25:00,81.53946494,-8.41325566011357
21003,2014-02-13 19:30:00,79.86047368,-10.462785286043566
21004,2014-02-13 19:35:00,76.59064111,-14.454240681735017
21005,2014-02-13 19:40:00,75.98288572,-15.19612225479553
21006,2014-02-13 19:45:00,77.16500834,-13.753115737196394
21007,2014-02-13 19:50:00,79.33194830000002,-11.107951493975976
21008,2014-02-13 19:55:00,84.17805308,-5.192354698688966
21045,2014-02-13 23:00:00,80.60090239,-4.944950331840203
21046,2014-02-13 23:05:00,78.30848915,-7.743278686601362
21047,2014-02-13 23:10:00,77.82404881,-8.334630680193998
21048,2014-02-13 23:15:00,73.79891394,-13.248076843355587
21049,2014-02-13 23:20:00,74.83498879,-11.983349533365924
21050,2014-02-13 23:25:00,75.93165384,-10.644660307731126
21051,2014-02-13 23:30:00,78.56977593,-7.424328249376415
21052,2014-02-13 23:35:00,80.87615140000003,-4.608956325234742
22385,2014-02-18 14:40:00,83.73185038,-6.305521372504404
22386,2014-02-18 14:45:00,82.95390561,-7.255151600747685
22387,2014-02-18 14:50:00,80.96953884,-9.67745038259246
22388,2014-02-18 14:55:00,82.22203864,-8.148535070328487
22389,2014-02-18 15:00:00,84.82780901,-4.967694467450328
