idx,timestamp,value,score
3886,2013-12-16 09:05:00,48.82902834,-6.005494944903392
3969,2013-12-16 16:00:00,30.69964858,-6.014111714216752
3974,2013-12-16 16:25:00,22.9838387,-6.38716346594459
3975,2013-12-16 16:30:00,21.73703176,-6.534265602225054
3976,2013-12-16 16:35:00,19.27717911,-6.132438852129288
3977,2013-12-16 16:40:00,18.5919706,-7.191826051454412
3978,2013-12-16 16:45:00,16.45710857,-7.202481965474014
3979,2013-12-16 16:50:00,14.6710595,-8.524486822164492
3980,2013-12-16 16:55:00,12.41409266,-7.779044583429497
3981,2013-12-16 17:00:00,9.633951608,-7.317010740611603
3982,2013-12-16 17:05:00,10.00196599,-7.063954685212661
3983,2013-12-16 17:10:00,6.918644935,-8.335713748023744
3984,2013-12-16 17:15:00,6.440237831,-7.580898078197567
3985,2013-12-16 17:20:00,4.117241297,-8.492754075528996
3986,2013-12-16 17:25:00,2.084721206,-9.3138431824624
3987,2013-12-16 17:30:00,12.12038123,-8.755183240748748
5195,2013-12-20 22:10:00,83.81716243,-8.271034045160754
5207,2013-12-20 23:10:00,74.6881569,-8.066675496212426
6321,2013-12-24 20:00:00,78.27270305,-6.263866349480398
6323,2013-12-24 20:10:00,77.23923977,-9.118172870021208
6324,2013-12-24 20:15:00,77.03969403,-7.4895215800585815
6339,2013-12-24 21:30:00,69.59334041,-6.248842912702257
6344,2013-12-24 21:55:00,69.49714222,-6.987445061434792
6345,2013-12-24 22:00:00,68.39254161,-7.856450692178831
6346,2013-12-24 22:05:00,68.1805954,-7.387298735547692
6347,2013-12-24 22:10:00,69.61334202,-9.296254277605293
6771,2013-12-26 09:30:00,95.53222366,6.844140115008867
7252,2013-12-28 01:35:00,66.46993588,-6.598586063105775
7253,2013-12-28 01:40:00,67.37400264,-6.446484425695128
7267,2013-12-28 02:50:00,66.04289709,-6.452478031542256
7272,2013-12-28 03:15:00,63.24460168,-11.14446088482439
7273,2013-12-28 03:20:00,62.77629153,-8.214575739671817
7274,2013-12-28 03:25:00,63.97166024,-7.728189488108796
7275,2013-12-28 03:30:00,61.66005989,-11.39054126667956
7276,2013-12-28 03:35:00,62.76162141,-7.4990844737743805
7277,2013-12-28 03:40:00,61.39990482,-6.208834192019185
7278,2013-12-28 03:45:00,59.15989372,-6.904884481658087
7282,2013-12-28 04:05:00,69.70160272,-6.42793997085205
8775,2014-01-02 08:30:00,80.7652532,-7.041370521608011
8777,2014-01-02 08:40:00,78.31514811,-6.5885155931016435
8778,2014-01-02 08:45:00,78.62598237,-7.051874714264498
8779,2014-01-02 08:50:00,76.35530338,-6.4624723392339884
8780,2014-01-02 08:55:00,74.72282209,-7.310016017998881
8781,2014-01-02 09:00:00,75.24190297,-10.262678066062179
8782,2014-01-02 09:05:00,73.07248748,-6.7448905928666845
8783,2014-01-02 09:10:00,70.73611835,-11.351187698505278
8784,2014-01-02 09:15:00,70.64496345,-9.565967510986711
8785,2014-01-02 09:20:00,70.07096215,-6.714956615546422
8786,2014-01-02 09:25:00,68.92669167,-15.722002154501784
8787,2014-01-02 09:30:00,68.15031702,-11.985733910162477
8788,2014-01-02 09:35:00,67.06756693,-7.200863772371472
8789,2014-01-02 09:40:00,68.09456879999999,-10.392587102761965
8790,2014-01-02 09:45:00,67.41543115,-8.536933651707091
8791,2014-01-02 09:50:00,67.58208041,-10.117705286455415
8792,2014-01-02 09:55:00,71.05345659,-6.8344861481902335
9615,2014-01-05 06:30:00,83.11022923,-7.205658117991245
9630,2014-01-05 07:45:00,83.74436120000001,-10.102840035632402
9679,2014-01-05 11:50:00,73.26564403,-6.662112425461416
9680,2014-01-05 11:55:00,73.47267675,-6.644218089077607
9685,2014-01-05 12:20:00,70.05985166,-6.584649137492714
9687,2014-01-05 12:30:00,67.58051827,-6.092731230137822
9689,2014-01-05 12:40:00,65.91116429,-6.74340202136169
9690,2014-01-05 12:45:00,64.67911136,-6.760165489755858
9694,2014-01-05 13:05:00,61.0153558,-6.292707291535435
9695,2014-01-05 13:10:00,61.31925478,-8.058030888644728
9696,2014-01-05 13:15:00,60.75081018,-6.209682122291482
9698,2014-01-05 13:25:00,59.67109773,-8.17712262965206
9699,2014-01-05 13:30:00,59.57175481,-6.199738596816832
9711,2014-01-05 14:30:00,57.43165297,-6.218817490363224
9724,2014-01-05 15:35:00,55.88751894,-6.986094826195142
9725,2014-01-05 15:40:00,55.51314535,-6.738696148141837
9732,2014-01-05 16:15:00,53.42621889,-6.034196511386332
9733,2014-01-05 16:20:00,52.89904267,-6.16666694546742
9896,2014-01-06 05:55:00,84.42430592,-6.077746778211857
9903,2014-01-06 06:30:00,82.52998009,-6.376571997015681
9908,2014-01-06 06:55:00,82.43792233,-7.061148667018389
9910,2014-01-06 07:05:00,81.90771787,-6.053815806957559
9911,2014-01-06 07:10:00,82.67627172,-6.172893056732092
9914,2014-01-06 07:25:00,82.68777374,-6.512518063496135
9918,2014-01-06 07:45:00,80.8984946,-8.526406429307453
12002,2014-01-13 13:25:00,64.08654685,-7.014873585871315
12069,2014-01-13 19:00:00,64.41788616,-6.190823942340945
12072,2014-01-13 19:15:00,63.49904305,-6.085304489985921
12083,2014-01-13 20:10:00,61.01216949999999,-6.644637602444074
12087,2014-01-13 20:30:00,59.26487556,-6.715288795261815
14056,2014-01-20 16:35:00,66.66837159,-6.439637381488466
14059,2014-01-20 16:50:00,65.66706514,-6.680628536322095
14060,2014-01-20 16:55:00,64.88749964,-8.072793214930106
14062,2014-01-20 17:05:00,66.18678172,-9.420150234858246
14063,2014-01-20 17:10:00,66.20944312,-6.67164512528946
14064,2014-01-20 17:15:00,65.82848381,-10.629209077226786
14066,2014-01-20 17:25:00,70.43482298,-6.043037505234392
14067,2014-01-20 17:30:00,72.7334359,-6.976857586894249
14184,2014-01-21 03:15:00,79.87010267,-7.8909554684783325
14188,2014-01-21 03:35:00,78.47887499,-6.717363535285002
14472,2014-01-22 03:15:00,80.94548929,-7.074506272208574
15138,2014-01-24 10:45:00,60.47116115,-6.6927241292118
