idx,timestamp,value,score
3963,2013-12-16 15:30:00,41.30898865,-6.115813593344537
3964,2013-12-16 15:35:00,40.46142699,-6.223591945494618
3965,2013-12-16 15:40:00,37.79127513,-6.563136053071726
3966,2013-12-16 15:45:00,36.24965328,-6.759173073707557
3967,2013-12-16 15:50:00,35.07245553,-6.9088688889356575
3968,2013-12-16 15:55:00,32.45494267,-7.241719271505398
3969,2013-12-16 16:00:00,30.69964858,-7.46492746211536
3970,2013-12-16 16:05:00,30.50446055,-7.489748127355007
3971,2013-12-16 16:10:00,27.21222794,-7.908397793033089
3972,2013-12-16 16:15:00,25.68067158,-8.103154857322401
3973,2013-12-16 16:20:00,23.82904352,-8.338613149644932
3974,2013-12-16 16:25:00,22.9838387,-8.446091799314983
3975,2013-12-16 16:30:00,21.73703176,-8.604639317194076
3976,2013-12-16 16:35:00,19.27717911,-8.917441178888726
3977,2013-12-16 16:40:00,18.5919706,-9.004574242561064
3978,2013-12-16 16:45:00,16.45710857,-9.276049372360086
3979,2013-12-16 16:50:00,14.6710595,-9.503168453730266
3980,2013-12-16 16:55:00,12.41409266,-9.79017077857891
3981,2013-12-16 17:00:00,9.633951608,-10.143701424749656
3982,2013-12-16 17:05:00,10.00196599,-10.096903668867812
3983,2013-12-16 17:10:00,6.918644935,-10.488987546821361
3984,2013-12-16 17:15:00,6.440237831,-10.549823155319759
3985,2013-12-16 17:20:00,4.117241297,-10.845222003923729
3986,2013-12-16 17:25:00,2.084721206,-11.103683041578396
3987,2013-12-16 17:30:00,12.12038123,-9.827519959679247
3988,2013-12-16 17:35:00,32.00170328,-7.29935448188491
3989,2013-12-16 17:40:00,41.29106488,-6.118092830934068
3990,2013-12-16 17:45:00,41.16242458,-6.134451097486725
3991,2013-12-16 17:50:00,41.14081509,-6.137199021717988
3992,2013-12-16 17:55:00,40.78222417,-6.182798463360477
3994,2013-12-16 18:05:00,42.1564866,-6.008043342739323
3995,2013-12-16 18:10:00,41.81195211,-6.051855328749956
3998,2013-12-16 18:25:00,41.79045369,-6.054589129004005
19353,2014-02-08 02:00:00,42.01888967,-6.025540559845994
19360,2014-02-08 02:35:00,41.42083316,-6.101591127235307
19361,2014-02-08 02:40:00,41.29397229,-6.117723116406367
