timestamp,value
2013-12-13 18:15:00,103.7207123
2013-12-13 18:25:00,103.5969642
2013-12-13 18:40:00,103.9685207
2013-12-15 19:45:00,103.6205352
2013-12-16 16:00:00,30.69964858
2013-12-16 16:05:00,30.50446055
2013-12-16 16:10:00,27.21222794
2013-12-16 16:15:00,25.68067158
2013-12-16 16:20:00,23.82904352
2013-12-16 16:25:00,22.9838387
2013-12-16 16:30:00,21.73703176
2013-12-16 16:35:00,19.27717911
2013-12-16 16:40:00,18.5919706
2013-12-16 16:45:00,16.45710857
2013-12-16 16:50:00,14.6710595
2013-12-16 16:55:00,12.41409266
2013-12-16 17:00:00,9.633951608
2013-12-16 17:05:00,10.00196599
2013-12-16 17:10:00,6.918644935
2013-12-16 17:15:00,6.440237831
2013-12-16 17:20:00,4.117241297
2013-12-16 17:25:00,2.084721206
2013-12-16 17:30:00,12.12038123
2013-12-18 09:15:00,103.8070026
2013-12-18 09:20:00,103.8645899
2013-12-18 09:25:00,103.6217665
2013-12-18 09:55:00,103.5700267
2013-12-18 10:00:00,103.6431356
2013-12-18 10:30:00,103.8419879
2013-12-18 10:35:00,104.0496781
2013-12-18 10:45:00,103.6039759
2013-12-18 10:55:00,104.0565297
2013-12-18 11:05:00,103.9054233
2013-12-18 11:30:00,103.87318940000002
2013-12-18 11:35:00,104.2723804
2013-12-18 11:40:00,104.161062
2013-12-18 12:05:00,103.9868516
2013-12-18 12:20:00,103.9665725
2013-12-18 12:25:00,103.8051466
2013-12-18 12:45:00,103.6874937
2013-12-18 12:50:00,104.0153323
2013-12-18 12:55:00,103.9596644
2013-12-18 13:05:00,104.003005
2013-12-18 13:20:00,104.0302811
2013-12-18 13:25:00,103.7968965
2013-12-18 13:50:00,104.2610133
2013-12-18 13:55:00,103.8640066
2013-12-18 14:10:00,104.2358778
2013-12-18 15:00:00,104.0673488
2013-12-18 15:55:00,103.617839
2013-12-18 16:20:00,103.7834063
2013-12-19 07:50:00,103.8014839
2013-12-19 08:30:00,103.8249892
2013-12-19 09:00:00,103.992519
2013-12-19 09:10:00,103.7939629
2013-12-19 09:55:00,103.9887521
2013-12-19 10:00:00,104.1542202
2013-12-19 10:25:00,104.0991157
2013-12-19 10:50:00,103.6661496
2013-12-19 11:00:00,103.9221757
2013-12-19 11:05:00,103.9454587
2013-12-19 11:15:00,103.7981068
2013-12-19 11:55:00,103.9193719
2013-12-19 12:15:00,103.6254282
2013-12-19 12:25:00,104.232897
2013-12-19 12:35:00,104.2757844
2013-12-19 12:40:00,104.3097989
2013-12-19 12:45:00,103.6249861
2013-12-19 13:00:00,104.2919878
2013-12-19 14:05:00,103.75772940000002
2013-12-26 14:30:00,103.8496692
2013-12-26 14:35:00,104.3909059
2013-12-26 14:40:00,103.8115497
2013-12-26 14:50:00,103.6030295
2013-12-26 14:55:00,104.5706796
2013-12-26 15:00:00,105.2756456
2013-12-26 15:05:00,105.3107878
2013-12-26 15:10:00,104.3595907
2013-12-26 15:15:00,104.4893541
2013-12-26 15:20:00,105.9202767
2013-12-26 15:25:00,105.8132956
2013-12-26 15:30:00,105.7990124
2013-12-26 15:35:00,106.4147969
2013-12-26 15:40:00,108.1174197
2013-12-26 15:45:00,108.5105428
2013-12-26 15:50:00,107.1053566
2013-12-26 15:55:00,107.5425625
2013-12-26 16:00:00,106.2597387
2013-12-26 16:05:00,106.3003885
2013-12-26 16:10:00,107.1635246
2013-12-26 16:15:00,106.5298946
2013-12-26 16:20:00,105.7795165
2013-12-26 16:25:00,107.391149
2013-12-26 16:30:00,106.9274601
2013-12-26 16:35:00,106.4116276
2013-12-26 16:40:00,106.9700814
2013-12-26 16:45:00,105.2115088
2013-12-26 16:50:00,106.1584076
2013-12-26 16:55:00,104.5406734
2013-12-26 17:00:00,105.4784727
2013-12-26 17:05:00,104.9031167
2013-12-26 17:10:00,104.8380898
2013-12-26 17:15:00,106.282425
2013-12-26 17:20:00,105.0525902
2013-12-26 17:25:00,105.5103997
2013-12-26 17:30:00,104.7738339
2013-12-26 17:35:00,105.1467547
2013-12-26 17:40:00,103.5860625
2013-12-26 17:45:00,105.0387855
2013-12-26 17:50:00,103.6130593
2013-12-26 18:05:00,104.052151
2013-12-26 18:30:00,103.6863679
2014-01-15 03:30:00,103.5817605
2014-01-15 03:35:00,103.7626155
2014-01-15 03:50:00,103.6373019
2014-01-15 04:00:00,103.9883107
2014-01-15 04:05:00,104.6802154
2014-01-15 04:10:00,104.3284181
2014-01-15 04:15:00,104.8323166
2014-01-15 04:20:00,104.6157296
2014-01-15 04:25:00,104.5991701
2014-01-15 04:30:00,105.5947708
2014-01-15 04:35:00,104.6574053
2014-01-15 04:40:00,104.9860644
2014-01-15 04:45:00,103.9438623
2014-01-15 04:50:00,104.6450551
2014-01-15 05:05:00,103.9368092
2014-02-08 11:05:00,30.79737598
2014-02-08 11:25:00,30.32212341
2014-02-08 11:35:00,30.66658199
2014-02-08 11:45:00,30.02190974
2014-02-08 11:50:00,30.77339762
2014-02-08 11:55:00,29.60027776
2014-02-08 12:00:00,29.13736079
2014-02-08 12:10:00,30.57627902
2014-02-08 12:20:00,29.93062046
2014-02-08 12:25:00,30.13984525
2014-02-08 12:30:00,29.02950232
2014-02-08 12:35:00,29.74236248
2014-02-08 12:40:00,29.65401173
2014-02-08 12:45:00,28.2004452
2014-02-08 12:50:00,29.26456305
2014-02-08 12:55:00,28.87987444
2014-02-08 13:00:00,28.88453303
2014-02-08 13:05:00,27.96898542
2014-02-08 13:10:00,29.46889572
2014-02-08 13:15:00,28.52259684
2014-02-08 13:20:00,28.43934042
2014-02-08 13:25:00,28.65628801
2014-02-08 13:30:00,28.19350637
2014-02-08 13:35:00,28.58495502
2014-02-08 13:40:00,28.68956624
2014-02-08 13:45:00,26.90880571
2014-02-08 13:50:00,28.42258634
